CODIGO;PRODUTO;PALLET;LASTRO;CAIXAS;UNIDADES
33936;CONC.COMP.EDTA 20.11.FE1485 KIT MERCADO EXTERNO OUTROS PAISE;;;;
33937;CONC COMP LIQ GUA ANTA PARTE A FE1635EUA KIT MERCADO EXTERNO;;;;
33938;CONC COMP LIQ GUA ANTA PARTE C FE1635EUA KIT MERCADO EXTERNO;;;;
33939;CONC COMP KR30.08.FE1635EUA KIT MERCADO EXTERNO OUTROS PAISE;;;;
33940;CONC COMP XR70.05.FE1635EUA KIT MERCADO EXTERNO OUTROS PAISE;;;;
33941;CONC COMP BR140.02FE1635EUA KIT MERCADO EXTERNO OUTROS PAISE;;;;
33942;CONC COMP LIQ GUA Z PT A FE1631EUA KIT MERCADO EXTERNO OUTRO;;;;
33943;CONC COMP LIQ GUA Z PARTE C FE1631EUA KIT MERCADO EXTERNO OU;;;;
33944;CONC COMP KR30.03.FE1631EUA KIT MERCADO EXTERNO OUTROS PAISE;;;;
33945;CONC COMP XR70.05.FE1631EUA KIT MERCADO EXTERNO OUTROS PAISE;;;;
33951;CONC NAT S GUA FE 1635 EXP EUA KIT MERCADO EXTERNO OUTROS PA;;;;
33962;38 CONHAQUE DE ALCATRAO GFA VDR 900ML CX 6;;;;
33963;ROLHA MET ANTARCTICA SHAMWA 0,19 CX10,0MIL;;;;
33965;29 SABORES FRUTAS TROP GFA PET 490ML CX 12;;;;
33967;29 SABORES CEREJA GFA PET 490ML CX 12;;;;
33969;29 SABORES BALADA GFA PET 490ML CX 12;;;;
33971;29 SABORES LIMAO GFA PET 490ML CX 12;;;;
33973;EMANA GUMMY VINAGRE MACA SACHE 150G CX C12;;;;
33992;ROT NECK STELLA P GOLD 024 CX36MIL;;;;
33993;ROT FT BRAHMA CHOPP 1L ARG CX18MIL;;;;
33994;ROT NECK BRAHMA CHOPP 1L ARG CX96MIL;;;;
33995;CONC.NAT. S GUA ANT FE 1631 EXP EUA KIT;;;;
33996;CONC.NAT. S GUA ANT FE 1635 EXP PORT KIT;;;;
33997;CONC.NAT. S GUA ANT FE 1631 EXP PORT KIT;;;;
33998;ROLHA MET GA UNI VERDE PO 0,19 CX10,0MIL;;;;
33999;ROLHA MET BECKS TO PVC FREE 0,19 CX10,0MIL;;;;
34000;ROLHA MET BUD ART NV PVC FREE 0,19 CX10,0MIL;;;;
34001;ROLHA MET BOH PM TO PVC FREE 0,19 CX10,0MIL;;;;
34002;ROLHA MET BRAH TO PVC FREE 0,19 CX10,0MIL;;;;
34003;ROLHA MET BC MALZ TO PVC FREE 0,19 CX10,0MIL;;;;
34010;ROLHA MET ORIGINAL SHAMWA CX10,0MIL;;;;
34011;ROLHA MET SPATEN TO PVC FREE 0,19 CX10,0MIL;;;;
34012;ROLHA MET STELLA TO PVC FREE 0,19 CX10,0MIL;;;;
34013;ROLHA MET BUD ZERO TO PVC FREE 0,19 CX10,0MIL;;;;
34014;ROLHA MET MICHELOB TO PVC FREE 0,19 CX10,0MIL;;;;
34015;ROLHA MET SKOL SHAMWA CX10,0MIL;;;;
34016;CONC COMPONENTE DR40.03 SENSES KIT;;;;
34017;ROLHA MET BRAHMA ZERO TO PVC FREE 0,19 CX10,0MIL;;;;
34018;CONC COMPONENTE KR30.32 FE1691 KIT;;;;
34019;CONC COMPONENTE XR70.10 FE1691 KIT;;;;
34020;CONC COMPONENTE TR80.10 FE1691 KIT;;;;
34021;CONC COMPONENTE SC20.17 FE1691 KIT;;;;
34023;PERRIER AGUA MIN C GAS LATA DE ALUMINIO 250ML CX10;;;;
34024;CON COMP LIQ GUA BARE ZERO PART C FE1691 KIT;;;;
34025;CON COMP LIQ GUA BARE ZERO PART A FE1691 KIT;;;;
34027;GUARANA CHP ANTARCTICA LATA 350ML SH C/12 NPAL MULTIPACK;;;;
34029;EMANA COENZIMA COQ10 POTE PLAST 140G 60 CAPSULAS;;;;
34030;EMANA OMEGA 3 CONC POTE PLAST 140G 60 CAPSULAS;;;;
34031;EMANA CONCENTRA MAIS VITAM POTE PLAST 140G 60 CAPSULAS;;;;
34032;EMANA MAGNESIO POTE PLAST 63G 60 CAPSULAS;;;;
34033;EMANA IMUNE CAPS MULTIVIT POTE PLAST 120G 30 CAPSULAS;;;;
34034;EMANA MULTIVIT DHA MULHER POTE PLAST 120G 30 CAPSULAS;;;;
34036;EMANA COLAGENO TIPO II POTE PLAST 120G 30 CAPSULAS;;;;
34037;SPATEN CANECA 1 UN CANECA VIDRO 400ML;;;;
34039;ALMOND BREEZE AMEND BAUNILHA TETRAPAK 1 L CX C/12;;;;
34041;EMANA BARRA DE FRUTAS COCO PCT 35G CX C144;;;;
34043;EMANA BARRA FRUTAS BANANA PCT 35G CX C144;;;;
34044;EMANA VITAMINA D3 POTE PLAST 140G 60 CAPSULAS;;;;
34046;EMANA BARRA PROTEINA CACAU PCT 40G CX C/72;;;;
34048;EMANA BARRA PROTEINA PACOCA PCT 40G CX C/72;;;;
34050;HOCUS POCUS CHOPP ORANGE SUNSHINE TER BARRIL KEG 50L;;;;
34072;ROLHA MET SKOL T4 PO 0,19 CX10,0MIL;;;;
34073;ROLHA MET ANTARCTICA T4 PO 0,19 CX10,0MIL;;;;
34074;ROLHA MET ORIGINAL T4 PO 0,19 CX10,0MIL;;;;
34075;ROLHA MET BC CHOPP EXPORTACAO 0,19 CX10,0MIL;;;;
34076;CONC COMP LIQ FUSION HULK2 PART A FE1697 KIT;;;;
34077;CONC COMP XR70.08.FE1697 KIT;;;;
34078;CONC COMP CP20.13.FE1697 KIT;;;;
34081;CONC COMP TRN02.03.FE1697 KIT;;;;
34085;CONC COMP TR80.09.FE1697 KIT;;;;
34086;CONC COMP KR30.13.FE1697 KIT;;;;
34087;CONC COMP SC20.15.FE1697 KIT;;;;
34088;CONC COMP CFS02.01.FE1697 KIT;;;;
34089;CONC COMP AR10.17.FE1697 KIT;;;;
34090;ROT NECK BEATS GT 269 REV05 CX72MIL;;;;
34091;ROT NECK BEATS SENSES 269 REV03 CX72MIL;;;;
34092;ROT NECK BEATS CAIPI 269 REV02 CX72MIL;;;;
34093;ROT NECK BEATS TROPICAL 269 REV02 CX72MIL;;;;
34094;ROT FRONT ORIGINAL 300 OW 429 REV03 CX60MIL;;;;
34095;HOCUS POCUS CHOPP ALMA TER BARRIL KEG 50L;;;;
34096;HOCUS POCUS CHOPP APA CADABRA TER BARRIL KEG 50L;;;;
34097;ROT FRONT NORTENA 960ML UY 024 CX18MIL;;;;
34098;CONC COMP BR140.04.FE1697 KIT;;;;
34099;HOCUS POCUS CHOPP ORANGE SUNSHINE TER BARRIL KEG 30L NPAL;;;;
34100;HOCUS POCUS CHOPP APA CADABRA TER BARRIL KEG 30L NPAL;;;;
34101;EMANA RENOVA ACIDO HIALURONICO POTE PLAST 120G 30 CAPSULAS;;;;
34102;EMANA CURCUMA ANTI INFLAMATORIO POTE PLAST 120G 60 CAPSULAS;;;;
34103;EMANA RESVERATROL POTE PLAST 120G 30 CAPSULAS;;;;
34104;ROT FRONT ORIGINAL 300 429 REV03 CX60MIL;;;;
34112;EMANA GUMMY MELATONINA POUCH PLAST 150G CX C12;;;;
34114;EMANA GEL ENERGETICO KM CARAMELO SACHE PLAST 40G CX60;;;;
34116;EMANA GEL ENERG KM AGUA COCO SACHE PLAST 40G CX60;;;;
34118;EMANA GEL ENERG KM ACAI GUARANA SACHE PLAST 40G CX60;;;;
34119;EMANA BARRA DE FRUTAS COCO PCT 35G DISPLAY C12;;;;
34120;EMANA BARRA FRUTAS BANANA PCT 35G DISPLAY C12;;;;
34122;EMANA BARRA PROTEINA CACAU PCT 40G DISPLAY C12;;;;
34123;EMANA BARRA PROTEINA PACOCA PCT 40G DISPLAY C12;;;;
34124;SKOL LT 473ML SH C/12 NOVA EMB EXPORTACAO URUGUAI;;;;
34126;RED BULL SUGAR FREE BR LATA 355ML FOUR PACK;;;;
34127;RED BULL SUGAR FREE BR LATA 355ML FOUR PACK BAND C/6;;;;
34129;SAN PELLEGRINO AGUA C GAS LATA 330 ML CX 12;;;;
34131;EMANA NO FOCO CAFE COM TCM SACHE 8G CX C120;;;;
34133;RED BULL SUMMER MARACUJA E MELAO LATA 250ML CX C 24 NPAL;;;;
34135;RED BULL SF SPRING FRUTAS VERMELHAS LATA 250ML CX C 24 NPAL;;;;
34137;BUDWEISER LT 269ML SH C 15 MULTPACK;;;;
34148;NORTENA LT 473ML SH C/12 NPAL EXPORTACAO URUGUAI;;;;
34150;BOHEMIA LT 473ML SH C/12 NPAL MULTPACK;;;;
34151;CONC COMPONENTE TR80.02.FE1695 KIT;;;;
34152;CONC COMPONENTE XR70.02.FE1695 KIT;;;;
34153;CONC COMP LIQ TONICA INT PTE C FE1695 KIT;;;;
34154;CONC COMPONENTE PR130.01.FE1695 KIT;;;;
34155;CONC COMP LIQ TONICA INTS PT A FE1695 KIT;;;;
34156;CONC COMPONENTE DR40.01.FE1695 KIT;;;;
34157;CONC COMPONENTE KR30.33.FE1695 KIT;;;;
34158;NOVECENTO VINHO ARG BLEND DE BLANC GARRAFA VIDRO 750ML;;;;
34162;DANTE ROBINO WHITE BLEND GARRAFA VIDRO 750ML;;;;
34163;DANTE ROBINO LEGADO MALBEC GARRAFA VIDRO 750ML;;;;
34170;DANTE ROBINO LEGADO BONARDA GARRAFA VIDRO 750ML;;;;
34171;DANTE ROBINO LEGADO BLEND DE BLANCAS GARRAFA VIDRO 750ML;;;;
34173;DANTE ROBINO BONARDA GARRAFA VIDRO 750ML;;;;
34175;ZILLERTAL LONG NECK 355ML SIX-PACK SHRINK C/4 EXPORTACAO URUGUAI  ;;;;
34176;DANTE ROBINO LEGADO CABERNET SAUVIGNON GARRAFA VIDRO 750ML;;;;
34178;LACTA OURO BRANCO 1 UN 20G PCT C540G;;;;
34180;LACTA SONHO DE VALSA 1 UN 20G PCT C540G;;;;
34189;BBLEND MACA E UVA VERDE COM GAS CAPSULA 40,0 ML CX C10;;;;
34191;EMANA RECUPERA LIMAO SICILIANO SACHE 10G DISPLAY C10;;;;
34192;SALTON VINHO CLASSIC MERLOT GFA VD 750 ML;;;;
34193;SALTON VINHO CLASSIC TANNAT GFA VD 750 ML;;;;
34195;SALTON VINHO LUNAE ROSE GFA VD 750 ML;;;;
34196;SALTON VINHO CHALISE ROSE SUAVE GFA VD 750 ML;;;;
34197;PRESIDENTE VODKA GARRAFA VIDRO 900ML;;;;
34198;PRESIDENTE CACHACA GARRAFA VIDRO 900ML;;;;
34200;NUTRY BARRA CER CAPPUCCINO PCT 20G DP C/24;;;;
34201;ROT FRONT ORIGINAL 1L REV02 CX27MIL;;;;
34203;FIU FIU ICE TRES LIMOES GFA VDR 275 ML SH C6;;;;
34204;MINALBA AGUA MINERAL S/GAS GFA PET 1,5L FD C8;;;;
34207;PEDIGREE BISCROK ADULTOS MULTI POUCH 500G;;;;
34209;NUTRY BARRA CEREAIS COOKIES CREAM PCT 20G DP C/24;;;;
34211;NUTRY BARRA CEREAIS FRUTAS VERM PCT 22G DP C24;;;;
34213;NUTRY BARRA CEREAIS COCO C CHOC PCT 22G DP C24;;;;
34214;FIU FIU ICE LIMONADA ROSA GFA VDR 275 ML;;;;
34215;FIU FIU ICE CAJA LEMON GFA VDR 275 ML;;;;
34216;FIU FIU ICE TROPICAL GFA VDR 275 ML;;;;
34217;FIU FIU ICE CHICLETIM GFA VDR 275 ML;;;;
34218;FIU FIU ICE TANGERINA COM GENGIBRE GFA VDR 275 ML;;;;
34219;FIU FIU ICE JUBE MORANGO MARACUJA GFA VDR 275 ML;;;;
34221;NUTRY BARRA CEREAIS AVELA C CHOC PCT 22G DP C24;;;;
34223;NUTRY BARRA CEREAIS BANANA PCT 22G DP C24;;;;
34225;NUTRY BARRA CEREAIS CAST CAJU C CHOC PCT 22G DP C24;;;;
34227;NUTRY BARRA CEREAIS AVEIA BANANA MEL PCT 22G DP C24;;;;
34229;NUTRY BARRA CEREAIS BOLO CHOC PCT 22G DP C24;;;;
34231;NUTRY BARRA CEREAIS MORANGO CHOC PCT 22G DP C24;;;;
34233;PITU AGUARDENTE MEL E LIMAO LT 350ML CX C/12;;;;
34235;ANA MARIA QD MAIS DUPLO CHOC PCT 35G DISPLAY C16;;;;
34237;ANA MARIA QD MAIS DUP CEN CHOC PCT 35G DISPLAY C16;;;;
34239;ANA MARIA B GOT CHOC RECH CHOC PCT 35G DISPLAY C16;;;;
34241;PITU AGUARDENTE AMARELINHA LT 350ML CX C/12;;;;
34243;ANA MARIA NAPOLITANO PCT 42G DISPLAY C16;;;;
34244;FIU FIU LONDON DRY GIN CLASSICO GFA VD 750 ML;;;;
34245;FIU FIU LONDON DRY GIN CITRICO GFA VD 750 ML;;;;
34247;ANA MARIA AVELA PCT 42G DISPLAY C16;;;;
34249;ANA MARIA BAUN C RECH CHOC PCT 42G DISPLAY C16;;;;
34251;DOCILE BALA GELAT MINIAMORAS PCT 15G DISPLAY C12;;;;
34253;DOCILE BALA GELAT MINIBEIJO PCT 15G DISPLAY C12;;;;
34255;DOCILE BALA GELAT MINIBANANA PCT 15G DISPLAY C12;;;;
34257;DOCILE BALA G MINIDENTES VAMPIRO PCT 15G DISPLAY C12;;;;
34259;DOCILE BALA GOMA MINI EUC REFR PCT 18G DISPLAY 24;;;;
34261;DOCILE BALA GOMA MINIS SORT PCT 18G DISPLAY 24;;;;
34263;CORONA CERO SUNBREW N LT SLEEK 350ML C 8 CX CARTAO;;;;
34264;MONKEY ROYALE ABACAX VINHO GFA VD 750 ML;;;;
34265;MONKEY SPICE CRAVO CANELA GFA VD 750 ML;;;;
34266;MONKEY GOLD GFA VD 750 ML;;;;
34267;MONKEY NEW GOLD GFA VD 750 ML;;;;
34268;LATA MET BRAHMA MP 473 ML;;;;
34269;MONKEY NEW SILVER GFA VD 750 ML;;;;
34270;MONKEY SILVER GFA VD 750 ML;;;;
34271;MONKEY ICE SOUR GFA VDR 275 ML;;;;
34272;MONKEY BANANA GFA VD 750 ML;;;;
34274;ANA MARIA CHOCOLATE PCT 35G DISPLAY C16;;;;
34278;DOCILE BALA GOMA CORACAO SORT PCT PLAST 190G;;;;
34280;BBLEND MACA CAPSULA 31,0 ML CX C 10;;;;
34282;BBLEND UVA CAPSULA 40,0 ML CX C10;;;;
34284;BBLEND FRUTAS VERMELHAS CAPSULA 40,0 ML CX C10;;;;
34286;BBLEND CHA MATE COM LIMAO CAPSULA 50,0 ML CX C 10;;;;
34287;DOCILE BALA GOMA MIX AZED DOCI PCT PLAST 190G;;;;
34288;DOCILE BALA GOMA MINHOCA AZEDI PCT PLAST 190G;;;;
34290;DOCILE DOCIGOMA TUBO SORT PCT 15G DISPLAY C30;;;;
34292;DOCILE PASTILHA ROLLY MINTY FRUIT PCT 29G DISPLAY C16;;;;
34294;MONKEY MINI SPICE GFA VDR 50ML CX C121;;;;
34296;TRIDENT CANELA ENVELOPE 8G CX C/21;;;;
34298;TRIDENT MORANGO ENVELOPE 8G CX C/21;;;;
34299;FIU FIU LICOR BANOFFE GFA VD 750 ML;;;;
34300;FIU FIU LICOR SUSPIRO GFA VD 750 ML;;;;
34301;CONCENTRADO COMP XR70.05.REDMIX KIT;;;;
34302;FIU FIU LICOR TORTINHA LIMAO GFA VD 750 ML;;;;
34303;CONCENTRADO COMP CS90.04.REDMIX KIT;;;;
34304;CONCENTRADO COMP  BR140.07.REDMIX KIT;;;;
34305;CONCENTRADO COMP KR30.34.REDMIX KIT;;;;
34307;PEDIGREE CAR VEG CAES AD RAC PEQ MIN PCT PL 900G;;;;
34309;PEDIGREE CAR MOL P CAES AD RAC PEQ SACHE 100G CX C36;;;;
34312;DOCILE PASTILHA MINTY HORTELA PCT 17G DISPLAY C20;;;;
34314;DOCILE PASTILHA MINI MINTY HORTELA PCT 14G DISPLAY C12;;;;
34318;ROLHA MET SKOL PO SALSHI 0,19 CX10,0MIL;;;;
34320;GUARANA ANTARCTICA ZERO LATA 350ML SH C/12 NPAL MULTIPACK;;;;
34321;BACARDI CARTA LIMON GFA VIDRO 700ML;;;;
34323;BOA AGUA MIN C GAS GARRAFA PET 500MLCX C12;;;;
34325;ELEVE AGUA MIN C GAS GFA PET 510ML FD C/12;;;;
34327;ELEVE AGUA MIN S GAS COPO PLAST 300ML CX C24;;;;
34329;BRAHMA CHOPP LT 473ML SH C/12 NPAL REPACK;;;;
34331;ELEVE AGUA MIN S GAS COPO PLAST. 200ML CX48;;;;
34333;MELEVE AGUA MIN C GAS GFA PET 500ML PACK C/12;;;;
34335;MELEVE AGUA MIN C GAS GFA PET 330ML FD C/12;;;;
34337;BRAHMA CHOPP LT 473ML CX CARTAO C/12 CARNAVAL 2025;;;;
34338;FIUFIU CAJAZINHA GFA VD 750 ML;;;;
34340;MABEL ROSQUINHA COCO PCT PLAST 500G CX24;;;;
34342;MABEL ROSQUINHA LEITE PCT PLAST 600G CX 18;;;;
34347;FIU FIU ABACAXI HORTELA GFA VD 750 ML;;;;
34348;FIU FIU TANGERINA ACEROLA GFA VD 750 ML;;;;
34349;FIU FIU POMAR GFA VD 750 ML;;;;
34351;HARIBO BALA GEL CREAM KISS PCT PLAST 50G CX18;;;;
34353;HARIBO BALA GEL DENTINHOS PCT PLAST 50G CX18;;;;
34355;HARIBO BALA GEL URSINHOS OURO PCT PLAST 50G CX18;;;;
34356;FLORESTAL BALA GOMA SININHOS PCT PLAST 200G;;;;
34357;LATA MET AP ORIGINAL MP 269ML 269ML;;;;
34358;FLORESTAL BALA GOMA BANANAS PCT PLAST 200G;;;;
34360;PATAGONIA IPA LN 330ML CX C/12 NPAL;;;;
34362;GOOSE ISLAND IPA LN 330ML CX C/12 NPAL;;;;
34364;GOOSE ISLAND MIDWAY NAC LN 330ML CX C/12 NPAL;;;;
34366;PATAGONIA BOHEIMIAN PILSENER LN 330ML CX C/12 NPAL;;;;
34368;PATAGONIA AMBER LAGER LN 330ML CX C/12 NPAL;;;;
34370;PATAGONIA WEISSE NACIONAL LN 330ML CX C/12 NPAL;;;;
34372;GOOSE ISLAND HAZY IPA LN 330ML CX C/12 NPAL;;;;
34373;FLORESTAL BALA MASTIG MOLE SORT PCT PLAST 125G;;;;
34375;YPE PRO LIMPADOR PERF LAVANDA FRASCO PLAST 7L;;;;
34376;CORONA EXTRA N LT 269ML CX CARTAO C8 NP EXPORTACAO BOLIVIA;;;;
34378;YPE TIXAN LAVA ROUPAS LIQ PRIMAVERA FRASCO PLAST 7L;;;;
34379;BUDWEISER LT 473ML SH C/12 NPAL EXPORTACAO BOLIVIA;;;;
34381;BUDWEISER LT 269ML SH C 15 EXPORTACAO BOLIVIA;;;;
34382;YPE PRO DETERGENTE NEUTRO FRASCO PLAST 7L;;;;
34383;FLORESTAL BALA GOMA MINHOCAS AZ PCT PLAST 201G;;;;
34393;FLORESTAL BALA GOMA MINHOCAS AZ PCT PLAST 500G;;;;
34394;FLORESTAL BALA GOMA BANANAS PCT PLAST 500G;;;;
34396;MONKEY MINI BANANA GFA VDR 50ML CX C121;;;;
34398;ROLHA MET STELLA TO ART NV CX10,0MIL;;;;
34399;ROT NECK BRAHMA MUSICAL 940 PY CX 70MIL;;;;
34400;ROT NECK BRAHMA MUSICAL 340 PY CX112MIL;;;;
34401;ROT FRONT BRAHMA MUSICAL 340 PY CX112MIL;;;;
34402;ROT FRONT BRAHMA MUSICAL 940 PY CX18MIL;;;;
34404;DOCILE PASTILHA MINI MINTY MORANGO PCT 14G DISPLAY C12;;;;
34405;FLORESTAL BALA BRAZILIAN COFFEE PCT PLAST 500G;;;;
34407;VIGOR QUEIJO PARMESAO RALADO PCT PLAST 50G CX 20;;;;
34408;VIGOR MAIONESE SACHE PL 200G;;;;
34410;HALLS UVA VERDE ENVELOPE 28G CX C/21;;;;
34411;FLORESTAL FLOPI BALA LARANJA S AC DISPLAY 480G;;;;
34412;FLORESTAL BALA MASTIG MINT HORTELA PCT PLAST 500G;;;;
34413;FLORESTAL BALA MASTIG MOLE SORT PCT PLAST 500G;;;;
34414;FLORESTAL BALA BOLINHA CANELA PCT PLAST 500G;;;;
34415;FLORESTAL BALA GOMA SININHOS PCT PLAST 500G;;;;
34416;FLORESTAL BALA MENTA PCT PLAST 500G;;;;
34417;FLORESTAL BALINHA CORAC MORANGO PCT PLAST 500G;;;;
34418;FLORESTAL FLOPI BALA FRUIT MIX S AC DISPLAY 480G;;;;
34419;YPE LAVA LOUCAS LIQUIDO COCO FRASCO PLASTICO 500 ML CX6;;;;
34420;RED BULL SUMMER MARACUJA E MELAO LATA 250ML FOUR PACK NPAL;;;;
34421;RED BULL SUMMER MARACUJA E MELAO LATA 250ML FOUR PACK BAND C;;;;
34423;TIAL SUCO 100 MIST PERA MARAC TETRA PAK 1 L CX C/12;;;;
34427;MELEVE AGUA MIN S GAS GFA PET 500ML PACK C/12;;;;
34429;RED BULL SUGAR FREE AMORA LATA 250ML FOUR PACK NPAL;;;;
34430;RED BULL SUGAR FREE AMORA LATA 250ML FOUR PACK BAND C/6 NPAL;;;;
34432;RED BULL TROPICAL BR LATA 473ML CX C 12;;;;
34434;TIAL SUCO 100 MISTO PERA CAJU TETRA PAK 1 L CX C/12;;;;
34436;TIAL SUCO 100 MISTO PERA ABAC TETRA PAK 1 L CX C/12;;;;
34438;TIAL SUCO 100 PERA TETRA PAK 1 L CX C/12;;;;
34440;TIAL SUCO 100 PERA TETRA PAK 330ML CX C/12;;;;
34442;TIAL SUCO 100 MISTO PERA CAJU TETRA PAK 330ML CX C/12;;;;
34444;TIAL SUCO 100 MISTO PERA ABAC TETRA PAK 330ML CX C/12;;;;
34446;TIAL SUCO 100 MIST PERA MARAC TETRA PAK 330ML CX C/12;;;;
34448;DOCILE PASTILHA ROLLY MINTY MORANGO PCT 29G DISPLAY C16;;;;
34450;DOCILE PASTILHA R MINTY HORT EXT F PCT 29G DISPLAY C16;;;;
34452;ELMA CHIPS RUFFLES OUTBACK RIBS PCT PLAST 65G CX 25;;;;
34454;H2OH LIMONETO LT SLEEK 350ML SH C 12;;;;
34456;MELEVE AGUA MIN S GAS PET 1,5 SHRINK C/6;;;;
34458;BOA AGUA MIN S GAS PET 1,5 SHRINK C/6;;;;
34459;FLORESTAL BALA BRAZILIAN COFFEE PCT PLAST 108G;;;;
34460;FLORESTAL BALINHA CORAC MORANGO PCT PLAST 108G;;;;
34462;DOCILE PAST MIN MINTY HORT LAR PCT 14G DISPLAY C12;;;;
34471;MELEVE AGUA MIN S GAS GFA PET 330ML FD C/12;;;;
34473;BOA AGUA MIN S GAS GARRAFA PET 500MLCX C12;;;;
34475;ELEVE AGUA MIN S GAS GFA PET 510ML FD C/12;;;;
34476;ROLHA MET BC QRCODE PO 2024 CX10,0MIL;;;;
34477;ROLHA MET SKOL BEATS TROPICAL TO CX10,0MIL;;;;
34479;ELEVE AGUA MIN S GAS PET 1,5 SHRINK C/6;;;;
34481;ELEVE AGUA MIN C GAS GFA PET 330ML FD C/12;;;;
34482;ROLHA MET SK BEATS GT TO ART NV CX10,0MIL;;;;
34483;ROLHA MET PATAGONIA TO ART NV CX10,0MIL;;;;
34484;ROLHA MET COLORADO TO ART NV CX10,0MIL;;;;
34485;ROLHA MET BECKS TO ART NV CX10,0MIL;;;;
34486;ROLHA MET BC MALZ TO ART NV CX10,0MIL;;;;
34488;ELEVE AGUA MIN S GAS GFA PET 330ML FD C/12;;;;
34489;MELEVE AGUA MIN S GAS GFA PET 5L;;;;
34491;TORCIDA MISTA PIMENTA CHURRASCO PCT 60G CX C/24;;;;
34492;BACARDI BIG APPLE GFA VIDRO 700ML;;;;
34493;BACARDI CARTA MOJITO GFA VIDRO 700ML;;;;
34494;BACARDI CARTA BLANCA GFA VIDRO 700ML;;;;
34495;BACARDI CARTA ORO GFA VIDRO 700ML;;;;
34497;HARIBO BALA GEL SWEET BANANA PCT PLAST 50G CX18;;;;
34499;MONKEY MINI ROYALE GFA VDR 50ML CX C121;;;;
34502;MONKEY MINI SILVER GFA VDR 50ML CX C121;;;;
34510;MONKEY MINI GOLD GFA VDR 50ML CX C121;;;;
34512;MONKEY MINI KIT 5 UN GFA VDR 50ML;;;;
34518;GUARAVITA XAROPE GUAR ACAI GARRAFA PLAST 1L FD C6;;;;
34519;ROLHA MET SKOL BEATS CAIPI TO ART NV CX10,0MIL;;;;
34521;GUARAVITA XAROPE GROSELHA GARRAFA PLAST 1L FD C6;;;;
34522;38 CONHAQUE DE ALCATRAO GARRAFA VIDRO 900ML;;;;
34523;ROT FRONT PILSEN OLIMPIA 940 PY CX18MIL;;;;
34525;YPE AMACIANTE PRIMAVERA FRASCO PLASTICO 500 ML C24;;;;
34527;YPE AMACIANTE TRADICIONAL ACONCHEGO FRASCO PLASTICO 500 ML C24;;;;
34529;YPE TIXAN LAVA ROUPAS LIQ MACIEZ FRASCO PLAST 1L CX12;;;;
34530;YPE AMACIANTE TRADICIONAL ACONCHEGO FRASCO PLAST 500ML;;;;
34531;YPE LAVA LOUCAS LIQUIDO MACA FRASCO PLASTICO 500 ML CX6;;;;
34532;TANQUERAY GIN MULTIBRAND KIT MINIATURAS 4 GFA 50ML;;;;
34534;YVY DESTILADO CACHACA LATA DE ALUMINIO 710ML CX C6;;;;
34535;YVY DESTILADO CACHACA GFA VD 750 ML;;;;
34537;YVY DESTILADO RUM LATA DE ALUMINIO 710ML CX C6;;;;
34538;YVY DESTILADO RUM GFA VD 750 ML;;;;
34539;CAIAPO AGUA MINERAL SEM GAS GFA PET 5L;;;;
34540;ROT NECK PIL OLIMPIA 940 PY CX18MIL;;;;
34542;CAIAPO AGUA MINERAL COM GAS GFA PET 1,5L FD C/6;;;;
34544;CAIAPO AGUA MINERAL SEM GAS GFA PET 350ML CX12;;;;
34546;CAIAPO AGUA MINERAL COM GAS GFA PET 350ML CX12;;;;
34548;COCOLANDIA SUCO LARANJA GFA PET 300ML FD C 12;;;;
34550;COCOLANDIA SUCO UVA GFA PET 300ML FD C 12;;;;
34552;COCOLANDIA SUCO UVA GFA PET 900 ML CX/6;;;;
34553;COCOLANDIA SUCO LARANJA GFA PET 3L;;;;
34554;COCOLANDIA SUCO UVA GFA PET 3L;;;;
34555;ROT FRONT PIL CERRO PORTENO 940 PY CX18MIL;;;;
34557;COCOLANDIA OLEO COCO EXT VIRGEM FRASCO PLAST 100ML CX24;;;;
34558;ROT NECK PIL CERRO PORTENO 940 PY CX98MIL;;;;
34560;TAKIS XPLOSION PCT PLAST 25G DISPLAY C16;;;;
34562;TAKIS FUEGO PCT PLAST 25G DISPLAY C16;;;;
34564;TAKIS ORIGINAL HOT CHILLI PCT PLAST 25G DISPLAY C16;;;;
34565;MELEVE AGUA MIN S GAS GALAO PET RET 20L;;;;
34567;NEVOA AGUA MIN C GAS GARRAFA PET 500MLCX C12;;;;
34569;NEVOA AGUA MIN S GAS GARRAFA PET 500MLCX C12;;;;
34571;DOCILE BALA GELATINA CUBO SORT PCT PLAST 80G CX12;;;;
34573;MABEL BISC AMANT CHOCOLATE PCT PLAST 300G CX 32;;;;
34575;UNIAO CAFE EXTRAFORTE PACOTE 250G CX20;;;;
34577;UNIAO CAFE TRADICIONAL PACOTE 250G CX20;;;;
34579;YPE SAB LIQ FLOR VEG LIM SIC FRASCO PUMP 250ML CX12;;;;
34581;YPE SAB LIQ FLOR VEG PITAYA FRASCO PUMP 250ML CX12;;;;
34583;YPE SAB LIQ FLOR VEG PITAYA SACHE PLAST 200ML CX12;;;;
34585;YPE SAB LIQ FLOR VEG LIM SIC SACHE PLAST 200ML CX12;;;;
34586;YPE AMACIANTE PRIMAVERA FRASCO PLAST 500ML;;;;
34587;YPE DESINFETANTE PINHO LAVANDA FRASCO PLASTICO 2 L;;;;
34588;YPE DESINFETANTE PINHO TRADICAO FRASCO PLASTICO 2 L;;;;
